cosine_distance
0.659922
0.302972
0.738748
0.330296
0.416619
0.471818
0.334241
0.445869
0.339405
0.520156
0.226584
0.6051
0.482273
0.257701
0.342058
0.277427
0.654343
0.204302
0.360399
0.350386
0.351959
0.204976
0.431943
0.779303
0.373341
0.325389
0.599821
0.461168
0.300248
0.663193
0.25794
0.171533
0.21695
0.10639
0.490829
0.693264
0.167827
0.445814
0.279948
0.287158
0.478652
0.412561
0.267708
0.116568
0.203652
0.24303
0.452302
0.488135
0.135991
0.273037
0.508746
0.247104
0.41223
0.392675
0.35775
0.265406
0.181859
0.308373
0.414726
0.125765
0.619538
0.218524
0.066523
0.148085
0.236373
0.490234
0.399068
0.285083
0.224213
0.535864
0.226835
0.301955
0.158974
0.288772
0.505769
0.489077
0.405447
0.325094
0.284121
0.435993
0.243708
0.397277
0.324924
0.332297
0.482785
0.142347
0.363249
0.535223
0.266322
0.342004
0.312097
0.240437
0.108393
0.505453
0.369693
0.764536
0.607319
0.186312
0.368205
0.332723
0.405241
0.358918
0.233245
0.681524
0.362499
0.524173
0.466685
0.291925
0.54991
0.657079
0.450615
0.22941
0.304639
0.335718
0.184849
0.224048
0.312166
0.180455
0.20248
0.362026
0.282258
0.270867
0.311431
0.269393
0.291916
0.306901
0.207089
0.441425
0.622555
0.254557
0.329963
0.496365
0.231401
0.462899
0.28697
0.14705
0.130375
0.348722
0.269819
0.296818
0.360495
0.193982
0.281376
0.426412
0.509915
0.321185
0.492498
0.225716
0.160124
0.429723
0.356012
0.466618
0.258198
0.184169
0.190861
0.173216
0.598234
0.250152
0.399837
0.128779
0.286685
0.235051
0.077169
0.204693
0.151636
0.354331
0.464648
0.604331
0.358939
0.612089
0.663729
0.253993
0.301207
0.410744
0.449447
0.28214
0.404002
0.136947
0.102498
0.209058
0.410444
0.400617
0.716218
0.116193
0.431773
0.320469
0.25636
0.083598
0.172531
0.537142
0.398988
0.220886
0.433563
0.350745
0.419855
0.338406
0.403173
0.300294
0.497681
0.413184
0.191729
0.043086
0.306867
0.2445
0.299812
0.542999
0.245055
0.58623
0.319492
0.225014
0.524821
0.215294
0.346029
0.501346
0.714226
0.21286
0.305237
0.179085
0.472779
0.547914
0.576538
0.349961
0.421336
0.13137
0.433123
0.332962
0.334626
0.341748
0.26966
0.162552
0.306898
0.500411
0.34785
0.293884
0.212654
0.451419
0.394319
0.351331
0.318747
0.10714
0.259683
0.199754
0.557288
0.588353
0.42704
0.559531
0.132118
0.314992
0.152589
0.271265
0.219428
0.420868
0.258047
0.305561
0.611229
0.164065
0.231054
0.566905
0.087992
0.51509
0.173439
0.496752
0.360104
0.535575
0.145108
0.13156
0.336744
0.28554
0.103271
0.300185
0.569029
0.215576
0.325655
0.555062
0.519305
0.269175
0.386412
0.304696
0.168877
0.283958
0.342097
0.172431
0.26565
0.490894
0.183935
0.457336
0.509271
0.195469
0.186202
0.45423
0.2005
0.156271
0.191669
0.536584
0.123807
0.426378
0.273366
0.505913
0.362439
0.739447
0.537431
0.204188
0.32611
0.172615
0.280247
0.535316
0.336802
0.337078
0.199812
0.146719
0.18259
0.569057
0.225565
0.181442
0.479731
0.523065
0.235717
0.234594
0.34863
0.444789
0.196115
0.504345
0.35749
0.225105
0.435575
0.478618
0.363519
0.65923
0.483677
0.355163
0.489226
0.474192
0.097799
0.097981
0.16336
0.326135
0.254137
0.125464
0.219941
0.332807
0.407975
0.188872
0.611264
0.217083
0.529627
0.325529
0.763346
0.283427
0.213991
0.175365
0.518167
0.172596
0.195392
0.348239
0.440604
0.424005
0.31862
0.545936
0.336525
0.309767
0.630698
0.377991
0.442096
0.534169
0.384426
0.275793
0.388206
0.341422
0.760319
0.679745
0.42281
0.429744
0.416861
0.622124
0.3757
0.250223
0.221101
0.298921
0.291248
0.571037
0.221385
0.214948
0.395605
0.428956
0.136306
0.400768
0.3358
0.398927
0.244252
0.409496
0.408635
0.203674
0.128903
0.403651
0.419203
0.306666
0.078395
0.364625
0.18527
0.322368
0.569015
0.445916
0.261958
0.267441
0.134396
0.225691
0.414393
0.546909
0.231776
0.421792
0.40782
0.474238
0.335251
0.379691
0.283152
0.589421
0.421305
0.345862
0.337118
0.496656
0.147061
0.262923
0.326579
0.59903
0.501044
0.639247
0.389907
0.32747
0.078653
0.363899
0.239462
0.488886
0.235329
0.435838
0.417397
0.225121
0.360115
0.275103
0.257154
0.225096
0.38775
0.202801
0.495553
0.253443
0.464806
0.419004
0.395616
0.594955
0.420851
0.286073
0.320103
0.389393
0.091207
0.110865
0.196771
0.218579
0.303079
0.535184
0.255234
0.306096
0.197765
0.271938
0.641726
0.27687
0.167371
0.184165
0.381035
0.343548
0.330298
0.043643
0.048858
0.283912
0.260111
0.390043
0.196954
0.456856
0.396646
0.285404
0.681793
0.028261
0.509353
0.466126
0.147702
0.179639
0.597488
0.236494
0.1578
0.126611
0.370685
0.258314
0.253417
0.503334
0.215443
0.183518
0.3555
0.355534
0.278753
0.299302
0.275263
0.317499
0.616832
0.248215
0.151078
0.500318
0.667332
0.429037
0.31972
0.076349
0.281549
0.446896
0.282272
0.289403
0.552058
0.082424
0.348686
0.344238
0.409369
0.387936
0.446351
0.295109
0.085857
0.134479
0.334466
0.302034
0.304629
0.627041
0.196213
0.189449
0.379097
0.357593
0.45609
0.155153
0.341406
0.317502
0.296245
0.143573
0.269118
0.27489
0.1843
0.284739
0.151934
0.176
0.246258
0.241444
0.284101
0.595124
0.661028
0.453488
0.166505
0.598872
0.642081
0.485034
0.455384
0.543908
0.36459
0.459474
0.151137
0.345635
0.208889
0.366519
0.587266
0.504626
0.375549
0.309367
0.250842
0.079835
0.293532
0.34078
0.36944
0.193708
0.72617
0.320153
0.357972
0.315122
0.648585
0.549503
0.552774
0.369835
0.389841
0.132353
0.251147
0.157214
0.395928
0.287415
0.498271
0.666868
0.365434
0.414543
0.403382
0.239312
0.529281
0.495369
0.275663
0.544214
0.348477
0.414281
0.536961
0.629438
0.168905
0.285522
0.220758
0.172618
0.08419
0.07793
0.180267
0.068957
0.179152
0.585516
0.657856
0.146108
0.684919
0.411038
0.433346
0.356402
0.61362
0.15893
0.227871
0.415654
0.642833
0.26271
0.478226
0.292756
0.426795
0.322965
0.439814
0.222697
0.2287
0.381186
0.306708
0.545158
0.385769
0.412866
0.206985
0.407327
0.367417
0.114825
0.283826
0.127295
0.362473
0.110319
0.262342
0.175846
0.64535
0.294855
0.298332
0.32738
0.387972
0.722951
0.257691
0.451616
0.269161
0.569485
0.192172
0.5473
0.291251
0.310917
0.227367
0.180226
0.373225
0.231056
0.301052
0.374385
0.301336
0.729333
0.233756
0.169836
0.312234
0.352087
0.14314
0.374146
0.313256
0.303587
0.730336
0.118
0.389456
0.401926
0.143865
0.646473
0.233654
0.138721
0.434437
0.428433
0.269841
0.224676
0.255306
0.67541
0.56308
0.482921
0.41822
0.657678
0.285137
0.091902
0.14538
0.342927
0.14329
0.359184
0.159877
0.441352
0.237532
0.180854
0.321839
0.493639
0.425853
0.164195
0.475206
0.308454
0.791574
0.184479
0.494466
0.192174
0.538605
0.364196
0.230286
0.301794
0.242318
0.407583
0.184927
0.641476
0.424804
0.225108
0.207844
0.316694
0.31841
0.226379
0.326612
0.252213
0.613393
0.299329
0.2455
0.240107
0.409081
0.463137
0.602852
0.215505
0.718945
0.535528
0.490869
0.301678
0.382855
0.462369
0.481519
0.157352
0.208491
0.449849
0.273079
0.247414
0.328609
0.096806
0.365896
0.281759
0.465715
0.218239
0.578447
0.378976
0.23724
0.169625
0.550694
0.511276
0.29356
0.331292
0.420499
0.317313
0.217824
0.554761
0.399671
0.260225
0.337904
0.24236
0.173176
0.487551
0.679798
0.184169
0.493207
0.47693
0.294692
0.190863
0.70499
0.27109
0.138494
0.32669
0.388924
0.279541
0.331028
0.589917
0.297727
0.2642
0.625345
0.203855
0.40878
0.572767
0.442311
0.310306
0.427202
0.136086
0.815411
0.274835
0.127886
0.188332
0.478915
0.59903
0.317209
0.36391
0.227019
0.26045
0.175682
0.351882
0.474736
0.452066
0.237898
0.385458
0.300636
0.217414
0.299978
0.136445
0.226822
0.223084
0.356221
0.437089
0.368259
0.646726
0.561056
0.313693
0.577739
0.507973
0.291752
0.351905
0.209887
0.362612
0.409276
0.388392
0.509002
0.414581
0.378275
0.332437
0.316989
0.241033
0.238347
0.399273
0.407037
0.431598
0.048606
0.197751
0.280364
0.264502
0.403409
0.272625
0.1925
0.518907
0.429788
0.512036
0.466122
0.105917
0.47722
